Site,Ind,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5
USA,USA248,0.860363,0.139607,0.00001,0.00001,0.00001
USA,USA249,0.861417,0.00001,0.00001,0.00001,0.138553
USA,USA250,0.862647,0.137323,0.00001,0.00001,0.00001
USA,USA251,0.863296,0.136409,0.00001,0.00001,0.000276
USA,USA252,0.86613,0.13384,0.00001,0.00001,0.00001
USA,USA253,0.867206,0.132764,0.00001,0.00001,0.00001
USA,USA254,0.872014,0.127956,0.00001,0.00001,0.00001
USA,USA255,0.872947,0.127014,0.000019,0.00001,0.00001
USA,USA256,0.874067,0.125894,0.000018,0.00001,0.00001
USA,USA257,0.876792,0.123178,0.00001,0.00001,0.00001
USA,USA258,0.876889,0.114599,0.00001,0.008491,0.00001
USA,USA259,0.877519,0.114507,0.00001,0.007954,0.00001
USA,USA260,0.880438,0.119532,0.00001,0.00001,0.00001
USA,USA261,0.885581,0.104102,0.00001,0.010297,0.00001
USA,USA262,0.88811,0.11186,0.00001,0.00001,0.00001
USA,USA263,0.889475,0.110495,0.00001,0.00001,0.00001
USA,USA264,0.89119,0.073691,0.00001,0.00001,0.0351
USA,USA265,0.891215,0.074511,0.00001,0.00001,0.034254
USA,USA266,0.89168,0.10829,0.00001,0.00001,0.00001
USA,USA267,0.892209,0.107761,0.00001,0.00001,0.00001
USA,USA268,0.893738,0.106232,0.00001,0.00001,0.00001
USA,USA269,0.894188,0.105782,0.00001,0.00001,0.00001
USA,USA270,0.895132,0.09527,0.00001,0.009578,0.00001
USA,USA271,0.89864,0.10133,0.00001,0.00001,0.00001
USA,USA272,0.900069,0.099899,0.000012,0.00001,0.00001
USA,USA273,0.902286,0.097684,0.00001,0.00001,0.00001
USA,USA274,0.90561,0.09436,0.00001,0.00001,0.00001
USA,USA275,0.90834,0.09163,0.00001,0.00001,0.00001
USA,USA276,0.908745,0.091225,0.00001,0.00001,0.00001
USA,USA277,0.913375,0.086589,0.000017,0.00001,0.00001
USA,USA278,0.915317,0.068359,0.007538,0.008777,0.00001
USA,USA279,0.9203,0.079665,0.00001,0.000015,0.00001
USA,USA280,0.920942,0.079027,0.000011,0.00001,0.00001
USA,USA281,0.924353,0.074674,0.000953,0.00001,0.00001
USA,USA282,0.92554,0.07443,0.00001,0.00001,0.00001
USA,USA283,0.927107,0.072863,0.00001,0.00001,0.00001
USA,USA284,0.927288,0.072682,0.00001,0.00001,0.00001
USA,USA285,0.930003,0.069967,0.00001,0.00001,0.00001
USA,USA286,0.930827,0.069143,0.00001,0.00001,0.00001
USA,USA287,0.932881,0.067089,0.00001,0.00001,0.00001
USA,USA288,0.938819,0.061151,0.00001,0.00001,0.00001
USA,USA289,0.940403,0.059567,0.00001,0.00001,0.00001
USA,USA290,0.941276,0.058694,0.00001,0.00001,0.00001
USA,USA291,0.941709,0.058261,0.00001,0.00001,0.00001
USA,USA292,0.941985,0.057985,0.00001,0.00001,0.00001
USA,USA293,0.942714,0.057256,0.00001,0.00001,0.00001
USA,USA294,0.943055,0.056915,0.00001,0.00001,0.00001
USA,USA295,0.943297,0.056673,0.00001,0.00001,0.00001
USA,USA296,0.943448,0.056522,0.00001,0.00001,0.00001
USA,USA297,0.943525,0.056445,0.00001,0.00001,0.00001
USA,USA298,0.943579,0.056391,0.00001,0.00001,0.00001
USA,USA299,0.946827,0.053143,0.00001,0.00001,0.00001
USA,USA300,0.947381,0.052589,0.00001,0.00001,0.00001
USA,USA301,0.947703,0.052267,0.00001,0.00001,0.00001
USA,USA302,0.949503,0.050467,0.00001,0.00001,0.00001
USA,USA303,0.951109,0.048861,0.00001,0.00001,0.00001
USA,USA304,0.952882,0.047081,0.000016,0.00001,0.00001
USA,USA305,0.954601,0.045369,0.00001,0.00001,0.00001
USA,USA306,0.955089,0.044881,0.00001,0.00001,0.00001
USA,USA307,0.955964,0.00001,0.00001,0.00001,0.044006
USA,USA308,0.956021,0.043949,0.00001,0.00001,0.00001
USA,USA309,0.957575,0.042395,0.00001,0.00001,0.00001
USA,USA310,0.96096,0.03901,0.00001,0.00001,0.00001
USA,USA311,0.961981,0.02886,0.00001,0.009139,0.00001
USA,USA312,0.963533,0.036437,0.00001,0.00001,0.00001
USA,USA313,0.965277,0.034693,0.00001,0.00001,0.00001
USA,USA314,0.965281,0.034689,0.00001,0.00001,0.00001
USA,USA315,0.965876,0.034094,0.00001,0.00001,0.00001
USA,USA316,0.972153,0.003901,0.00001,0.00001,0.023926
USA,USA317,0.972616,0.00001,0.00001,0.00001,0.027354
USA,USA318,0.97348,0.00001,0.00001,0.00001,0.02649
USA,USA319,0.977192,0.011805,0.010983,0.00001,0.00001
USA,USA320,0.977876,0.022094,0.00001,0.00001,0.00001
USA,USA321,0.981088,0.018882,0.00001,0.00001,0.00001
USA,USA322,0.983058,0.016912,0.00001,0.00001,0.00001
USA,USA323,0.98834,0.01163,0.00001,0.00001,0.00001
USA,USA324,0.989987,0.00001,0.00001,0.00001,0.009983
USA,USA325,0.99014,0.00983,0.00001,0.00001,0.00001
USA,USA326,0.992029,0.007941,0.00001,0.00001,0.00001
USA,USA327,0.993851,0.006119,0.00001,0.00001,0.00001
USA,USA328,0.993851,0.006119,0.00001,0.00001,0.00001
USA,USA329,0.994204,0.002044,0.00001,0.003732,0.00001
USA,USA330,0.998501,0.001469,0.00001,0.00001,0.00001
USA,USA331,0.999951,0.00001,0.000019,0.00001,0.00001
USA,USA332,0.999957,0.00001,0.000013,0.00001,0.00001
USA,USA333,0.999959,0.00001,0.000011,0.00001,0.00001
USA,USA334,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA335,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA336,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA337,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA338,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA339,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA340,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA341,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA342,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA343,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA344,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA345,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA346,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA347,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA348,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA349,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA350,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA351,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA352,0.99996,0.00001,0.00001,0.00001,0.00001
USA,USA353,0.99996,0.00001,0.00001,0.00001,0.00001
Vietnam,Vietnam01,0.00001,0.18411,0.00001,0.464064,0.351806
Vietnam,Vietnam02,0.924438,0.033304,0.00001,0.042238,0.00001
Zambia,Zambia01,0.057249,0.007449,0.008749,0.919597,0.006956
Zimbabwe,Zimbabwe01,0.010909,0.00001,0.00001,0.989061,0.00001
Zimbabwe,Zimbabwe02,0.030459,0.969511,0.00001,0.00001,0.00001
Zimbabwe,Zimbabwe03,0.686973,0.230763,0.00001,0.082245,0.00001
Zimbabwe,Zimbabwe04,0.688547,0.231322,0.00001,0.08011,0.00001
